#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A67B3C
#Date Time: 2024-10-23 16:13:44.745
#Sample rate: 1.42857e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 5 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-9.773968561498339e-05,-0.00210310035359884
-9.766968561498337e-05,-0.002103100353599143
-9.759968561498335e-05,-0.002103100353599143
-9.752968561498339e-05,-0.002103100353599143
-9.745968561498337e-05,-0.002103100353599143
-9.738968561498335e-05,-0.002103100353599143
-9.731968561498339e-05,-0.001769532186081849
-9.724968561498337e-05,-0.001769532186081698
-9.717968561498335e-05,-0.001769532186081698
-9.710968561498339e-05,-0.002103100353598991
-9.703968561498337e-05,-0.002103100353599143
-9.696968561498335e-05,-0.001769532186081698
-9.689968561498339e-05,-0.002103100353598991
-9.682968561498337e-05,-0.001769532186081698
-9.675968561498335e-05,-0.002770236688634033
-9.668968561498339e-05,-0.002103100353599447
-9.661968561498337e-05,-0.002103100353599143
-9.654968561498335e-05,-0.002770236688634033
-9.647968561498339e-05,-0.001769532186082153
-9.640968561498337e-05,-0.001102395851046807
-9.633968561498335e-05,-0.002436668521116588
-9.626968561498339e-05,-0.001435964018564708
-9.619968561498337e-05,-0.001435964018564253
-9.612968561498335e-05,-0.002103100353599143
-9.605968561498339e-05,-0.002103100353599143
-9.598968561498337e-05,-0.001102395851046807
-9.591968561498335e-05,-0.001769532186081698
-9.584968561498339e-05,-0.001769532186081698
-9.577968561498337e-05,-0.001769532186081698
-9.570968561498335e-05,-0.001435964018564253
-9.563968561498339e-05,-0.001769532186081546
-9.556968561498337e-05,-0.001769532186081698
-9.549968561498335e-05,-0.001435964018564253
-9.542968561498339e-05,-0.002436668521116133
-9.535968561498337e-05,-0.002103100353599143
-9.528968561498335e-05,-0.001769532186081698
-9.521968561498339e-05,-0.002103100353598991
-9.514968561498337e-05,-0.001769532186081698
-9.507968561498335e-05,-0.001769532186081698
-9.500968561498339e-05,-0.001435964018564404
-9.493968561498337e-05,-0.002103100353599143
-9.486968561498335e-05,-0.001435964018564253
-9.479968561498339e-05,-0.001769532186081546
-9.472968561498337e-05,-0.001769532186081698
-9.465968561498336e-05,-0.001769532186081698
-9.458968561498339e-05,-0.001769532186081698
-9.451968561498337e-05,-0.002103100353599143
-9.444968561498336e-05,-0.002436668521116588
-9.437968561498339e-05,-0.001769532186082001
-9.430968561498337e-05,-0.001435964018564253
-9.423968561498336e-05,-0.002103100353599143
-9.416968561498339e-05,-0.001769532186081849
-9.409968561498337e-05,-0.001435964018564253
-9.402968561498336e-05,-0.001769532186081698
-9.395968561498339e-05,-0.002103100353598991
-9.388968561498337e-05,-0.001769532186081698
-9.381968561498336e-05,-0.001769532186081698
-9.374968561498339e-05,-0.002103100353598991
-9.367968561498337e-05,-0.001435964018564253
-9.360968561498336e-05,-0.002103100353599143
-9.353968561498334e-05,-0.001435964018564101
-9.346968561498338e-05,-0.001102395851046807
-9.339968561498336e-05,-0.002103100353599143
-9.332968561498334e-05,-0.0007688276835298172
-9.325968561498338e-05,-0.001769532186081698
-9.318968561498336e-05,-0.001435964018564253
-9.311968561498334e-05,-0.0007688276835298172
-9.304968561498338e-05,-0.001769532186081698
-9.297968561498336e-05,-0.001102395851046807
-9.290968561498334e-05,-0.001435964018564101
-9.283968561498338e-05,-0.001102395851046807
-9.276968561498336e-05,-0.0007688276835293622
-9.269968561498334e-05,-0.001769532186081394
-9.262968561498338e-05,-0.001102395851046807
-9.255968561498336e-05,-0.001435964018564253
-9.248968561498334e-05,-0.001435964018564404
-9.241968561498338e-05,-0.001769532186081698
-9.234968561498336e-05,-0.0007688276835293622
-9.227968561498334e-05,-0.001435964018564253
-9.220968561498338e-05,-0.001435964018564253
-9.213968561498336e-05,-0.001102395851046807
-9.206968561498334e-05,-0.001435964018564253
-9.199968561498338e-05,-0.001435964018564253
-9.192968561498336e-05,-0.001435964018564253
-9.185968561498334e-05,-0.001102395851046959
-9.178968561498338e-05,-0.001435964018564253
-9.171968561498336e-05,-0.001769532186081698
-9.164968561498334e-05,-0.001435964018564253
-9.157968561498338e-05,-0.001435964018564253
-9.150968561498336e-05,-0.0007688276835293622
-9.143968561498334e-05,-0.001435964018564404
-9.136968561498338e-05,-0.001769532186081698
-9.129968561498336e-05,-0.001435964018564253
-9.122968561498334e-05,-0.001435964018564556
-9.115968561498338e-05,-0.002103100353599143
-9.108968561498336e-05,-0.001435964018564253
-9.101968561498334e-05,-0.001769532186081698
-9.094968561498338e-05,-0.001769532186081698
-9.087968561498336e-05,-0.002436668521116588
-9.080968561498334e-05,-0.001102395851047111
-9.073968561498338e-05,-0.001769532186081698
-9.066968561498336e-05,-0.002103100353599143
-9.059968561498334e-05,-0.002103100353598991
-9.052968561498338e-05,-0.001769532186081698
-9.045968561498336e-05,-0.001435964018564253
-9.038968561498334e-05,-0.0007688276835298172
-9.031968561498338e-05,-0.001769532186081698
-9.024968561498336e-05,-0.001769532186081698
-9.017968561498334e-05,-0.001769532186081698
-9.010968561498338e-05,-0.001769532186081698
-9.003968561498336e-05,-0.001435964018564253
-8.996968561498334e-05,-0.001435964018564253
-8.989968561498338e-05,-0.001435964018564253
-8.982968561498336e-05,-0.001769532186081698
-8.975968561498334e-05,-0.001769532186081698
-8.968968561498338e-05,-0.001769532186081698
-8.961968561498336e-05,-0.001769532186081698
-8.954968561498334e-05,-0.001769532186082001
-8.947968561498338e-05,-0.002436668521116588
-8.940968561498336e-05,-0.002103100353599143
-8.933968561498335e-05,-0.001435964018564556
-8.926968561498338e-05,-0.002103100353599143
-8.919968561498336e-05,-0.001769532186081698
-8.912968561498335e-05,-0.00210310035359884
-8.905968561498338e-05,-0.001435964018564556
-8.898968561498336e-05,-0.001435964018564253
-8.891968561498335e-05,-0.001102395851047111
-8.884968561498338e-05,-0.001769532186081394
-8.877968561498336e-05,-0.001435964018564253
-8.870968561498335e-05,-0.001769532186081546
-8.863968561498338e-05,-0.001435964018564404
-8.856968561498336e-05,-0.001769532186081698
